icao,iata,name,city,state,country,elevation,lat,lon,tz
FAMT,,Molteno Airport,Molteno,Eastern Cape,ZA,5254,-31.38960075,26.34840012,Africa/Johannesburg
FAMU,MZQ,Mkuze Airport,Mkuze,KwaZulu-Natal,ZA,400,-27.62610054,32.04430008,Africa/Johannesburg
FAMV,,Montrose Airport,Montrose,Limpopo,ZA,2690,-24.625,30.18611145,Africa/Johannesburg
FAMX,,Mbazwana Airport,Mbazwana,KwaZulu-Natal,ZA,195,-27.48139954,32.59389877,Africa/Johannesburg
FAMY,,Malmesbury Airport,Mammesbury,Western-Cape,ZA,971,-33.4618988,18.70079994,Africa/Johannesburg
FAMZ,,Msauli Airport,Msauli,Mpumalanga,ZA,2548,-26.04999924,31.0170002,Africa/Johannesburg
FANA,,Nongoma Airport,Nongoma,KwaZulu-Natal,ZA,2596,-27.91399956,31.65620041,Africa/Johannesburg
FANC,NCS,Newcastle Airport,Newcastle,KwaZulu-Natal,ZA,4074,-27.77059937,29.9769001,Africa/Johannesburg
FANG,NGL,Ngala Airport,Ngala,Mpumalanga,ZA,3357,-24.38780022,31.32579994,Africa/Johannesburg
FANH,,New Hanover Airport,New Hanover,KwaZulu-Natal,ZA,2490,-29.3560009,30.51840019,Africa/Johannesburg
FANL,,New Largo Airport,Witbank,Mpumalanga,ZA,5038,-25.97850037,28.9843998,Africa/Johannesburg
FANS,NLP,Nelspruit Airport,Nelspruit,Mpumalanga,ZA,2875,-25.5,30.91379929,Africa/Johannesburg
FANV,,Nieuwoudtville Airfield,Nieuwoudtville,Northern Cape,ZA,1890,-31.35000038,19.11666679,Africa/Johannesburg
FANY,,Nylstroom Airfield,Modimolle,Limpopo,ZA,3900,-24.68610001,28.43490028,Africa/Johannesburg
FAOB,OVG,Overberg Airport,Overberg,Western-Cape,ZA,52,-34.55490112,20.2507,Africa/Johannesburg
FAOD,,Odendaalsrus Airport,Odendaalsrus,Orange-Free-State,ZA,1340,-27.87100029,26.69339943,Africa/Johannesburg
FAOF,,Jack Duvenhage Airport,Olifantshoek,Northern Cape,ZA,4216,-27.96170044,22.71660042,Africa/Johannesburg
FAOH,OUH,Oudtshoorn Airport,Oudtshoorn,Western-Cape,ZA,1063,-33.60699844,22.18899918,Africa/Johannesburg
FAOI,,Orient Glider Airport,Orient,Gauteng,ZA,5102,-26.0394001,27.59560013,Africa/Johannesburg
FAOL,,Othawa Airport,Otthawa,Limpopo,ZA,1098,-24.7329998,31.39999962,Africa/Johannesburg
FAON,,Ornate Lake St L Airport,Hluhluwe,KwaZulu-Natal,ZA,59,-28.04490089,32.42539978,Africa/Johannesburg
FAOR,JNB,O. R. Tambo International Airport,Johannesburg,Gauteng,ZA,5558,-26.133333,28.25,Africa/Johannesburg
FAOT,,Ottosdal Airport,Ottosdal,North-West,ZA,4860,-26.79829979,26.00029945,Africa/Johannesburg
FAOY,,Orkney Airport,Orkney,North-West,ZA,4265,-26.98390007,26.65139961,Africa/Johannesburg
FAPA,AFD,Port Alfred Airport,Port Alfred,Eastern Cape,ZA,307,-33.55419922,26.87770081,Africa/Johannesburg
FAPC,,Prince Albert Airport,Prince Albert,Western-Cape,ZA,2001,-33.20249939,22.03219986,Africa/Johannesburg
FAPD,,Pofadder Airport,Pofadder,Northern Cape,ZA,3241,-29.14170074,19.41309929,Africa/Johannesburg
FAPE,PLZ,Port Elizabeth Airport,Port Elizabeth,Eastern Cape,ZA,226,-33.98490143,25.61730003,Africa/Johannesburg
FAPF,,Piet Retief Airport,Piet Retief,Mpumalanga,ZA,4423,-26.99690056,30.84079933,Africa/Johannesburg
FAPG,PBZ,Plettenberg Bay Airport,Plettenberg Bay,Western-Cape,ZA,465,-34.09030151,23.32780075,Africa/Johannesburg
FAPH,PHW,Hendrik Van Eck Airport,Phalaborwa,Limpopo,ZA,1432,-23.93720055,31.15539932,Africa/Johannesburg
FAPI,,Pietersburg Municipal Airport,Polokwane,Limpopo,ZA,4354,-23.92609978,29.4843998,Africa/Johannesburg
FAPJ,JOH,Port St Johns Airport,Port St Johns,Eastern Cape,ZA,1227,-31.60589981,29.51980019,Africa/Johannesburg
FAPK,PRK,Prieska Airport,Prieska,Northern Cape,ZA,3100,-29.68359947,22.77059937,Africa/Johannesburg
FAPL,,Pongola Airport,Pongola,KwaZulu-Natal,ZA,942,-27.36219978,31.6067009,Africa/Johannesburg
FAPM,PZB,Pietermaritzburg Airport,Pietermaritzburg,KwaZulu-Natal,ZA,2423,-29.64900017,30.39870071,Africa/Johannesburg
FAPN,NTY,Pilanesberg International Airport,Pilanesberg,North-West,ZA,3412,-25.33379936,27.17340088,Africa/Johannesburg
FAPO,,Pilgrims Rest Airport,Mankolehlotlo,Mpumalanga,ZA,3802,-24.78470039,30.79220009,Africa/Johannesburg
FAPP,PTG,Polokwane International Airport,Potgietersrus,Limpopo,ZA,4076,-23.84530067,29.45859909,Africa/Johannesburg
FAPQ,,Punda Maria(Malia) Airport,Kruger National Park,Limpopo,ZA,1500,-22.77,31.0108,Africa/Johannesburg
FAPS,PCF,Potchefstroom Airport,Potchefstroom,North-West,ZA,4520,-26.67099953,27.08189964,Africa/Johannesburg
FAPT,,Posmasburg Soil Airport,Postmasburg,Northern Cape,ZA,4301,-28.33860016,23.07970047,Africa/Johannesburg
FAPU,,Paarl East Airport,Paarl,Western-Cape,ZA,596,-33.71076667,19.02438889,Africa/Johannesburg
FAPV,,Petrusville Airport,Petrusville,Northern Cape,ZA,4116,-30.08180046,24.67959976,Africa/Johannesburg
FAPW,,Pietersrus Airport,Pietersrus,Mpumalanga,ZA,5472,-26.60610008,29.32920074,Africa/Johannesburg
FAPX,,Paradise Beach Airport,Jeffreysbaal,Eastern Cape,ZA,15,-34.10277939,24.88277817,Africa/Johannesburg
FAPY,,Parys Airport,Parys,Orange-Free-State,ZA,4740,-26.88929939,27.5034008,Africa/Johannesburg
FAPZ,,Progress Airport,Sunlands,Eastern Cape,ZA,748,-33.93000031,25.37000084,Africa/Johannesburg
FAQF,,Pomfret Airport,Pomfret,North-West,ZA,3817,-25.84770012,23.53730011,Africa/Johannesburg
FAQR,,Potgietersrus Airport,Potgietersus,Limpopo,ZA,3500,-24.23333359,28.98333359,Africa/Johannesburg
FAQT,UTW,Queenstown Airport,Queenstown,Eastern Cape,ZA,3637,-31.92020035,26.88220024,Africa/Johannesburg
FARA,,Petit Airport,Daveyton,Gauteng,ZA,5460,-26.08166695,28.39999962,Africa/Johannesburg
FARB,RCB,Richards Bay Airport,Richards Bay,KwaZulu-Natal,ZA,109,-28.74099922,32.09209824,Africa/Johannesburg
FARD,,Riversdale Airport,Riversdale,Western-Cape,ZA,591,-34.11169815,21.26280022,Africa/Johannesburg
FARG,,Rustenburg Airport,Rustenburg,North-West,ZA,3700,-25.64430046,27.27109909,Africa/Johannesburg
FARI,RVO,Reivilo Airport,Reivilo,North-West,ZA,4715,-27.54719925,24.17250061,Africa/Johannesburg
FARM,,Richmond Airport,Richmond,Northern Cape,ZA,4731,-31.42350006,23.97820091,Africa/Johannesburg
FARO,,Rooiberg Airport,Rooiberg,Limpopo,ZA,3811,-24.76666641,27.75,Africa/Johannesburg
FARS,ROD,Robertson Airport,Robertson,Western-Cape,ZA,640,-33.81219864,19.90279961,Africa/Johannesburg
FARZ,,Reitz Airport,Maasstroom,Limpopo,ZA,5331,-22.78420067,28.43029976,Africa/Johannesburg
FASA,,Sani Pass Airport,Sani Pass,KwaZulu-Natal,ZA,5933,-29.65719986,29.4477005,Africa/Johannesburg
FASB,SBU,Springbok Airport,Springbok,Northern Cape,ZA,2690,-29.68930054,17.93959999,Africa/Johannesburg
FASC,ZEC,Secunda Airport,Secunda,Mpumalanga,ZA,5250,-26.52409935,29.17009926,Africa/Johannesburg
FASD,,Saldanha /Vredenburg Airport,Saldanha-Vredenburg,Western-Cape,ZA,50,-32.96409988,17.96929932,Africa/Johannesburg
FASE,GSS,Sabi Sabi Airport,Belfast,Mpumalanga,ZA,1276,-24.94149971,31.44459915,Africa/Johannesburg
FASG,,Schweizer Reneke Airport,Schweizer Reneke,North-West,ZA,4373,-27.16309929,25.28610039,Africa/Johannesburg
FASH,,Stellenbosch Airport,Stellenbosch,Western-Cape,ZA,295,-33.97999954,18.81999969,Africa/Johannesburg
FASI,,Springs Airfield,Springs,Gauteng,ZA,5340,-26.24839973,28.39749908,Africa/Johannesburg
FASJ,,Saffier Airport,Saffier,Orange-Free-State,ZA,4700,-26.76000023,27.76000023,Africa/Johannesburg
FASK,,Swartkop Air Force Base,Pretoria,Gauteng,ZA,4780,-25.80970001,28.16460037,Africa/Johannesburg
FASL,,Sutherland Airport,Sutherland,Northern Cape,ZA,5247,-32.48820114,20.69709969,Africa/Johannesburg
FASM,,Siteka Airport,Siteka,KwaZulu-Natal,ZA,4400,-29.32500076,30.14920044,Africa/Johannesburg
FASN,,Senekal Airport,Senekal,Orange-Free-State,ZA,4849,-28.31220055,27.64609909,Africa/Johannesburg
FASR,,Standerton Airport,Standerton,Mpumalanga,ZA,5200,-26.92700005,29.20999908,Africa/Johannesburg
FASS,SIS,Sishen Airport,Sishen,Northern Cape,ZA,3848,-27.64859962,22.9993,Africa/Johannesburg
FAST,,Somerset East Airport,Somerset East,Eastern Cape,ZA,2349,-32.75019836,25.59499931,Africa/Johannesburg
FASU,,Sace Airport,Sace,Mpumalanga,ZA,5151,-25.95689964,29.21170044,Africa/Johannesburg
FASW,,Slurry Airport,Slurry,North-West,ZA,4692,-25.81559944,25.88640022,Africa/Johannesburg
FASX,,Hendrik Swellengrebel Airport,Swellendam,Western-Cape,ZA,407,-34.0481987,20.47459984,Africa/Johannesburg
FASY,,Syferfontein Airport,Hiltonia,Gauteng,ZA,5420,-26.3491993,27.77939987,Africa/Johannesburg
FASZ,SZK,Skukuza Airport,Skukuza,Mpumalanga,ZA,1020,-24.96089935,31.58869934,Africa/Johannesburg
FATA,,Tedderfield Air Park,Tedderfield,Gauteng,ZA,5198,-26.35199928,27.96899986,Africa/Johannesburg
FATB,,Thorny Bush Game Lodge Airport,Hoedspruit,Limpopo,ZA,1900,-24.41472244,31.16500092,Africa/Johannesburg
FATD,TDT,Tanda Tula Airport,Welverdiend,Mpumalanga,ZA,1555,-24.53359985,31.29999924,Africa/Johannesburg
FATF,,Tommys Field Airport,Beeshoek,Northern Cape,ZA,4360,-28.26000023,22.9932003,Africa/Johannesburg
FATH,THY,Thohoyandou Airport,Thohoyandou,Limpopo,ZA,2021,-23.07690048,30.38360024,Africa/Johannesburg
FATI,,Thabazimbi Airport,Thabazimbi,Limpopo,ZA,3225,-24.57608503,27.41968632,Africa/Johannesburg
FATK,,Tsitsikama Fly Airport,Tsitsikama,Eastern Cape,ZA,381,-34.08470154,24.28969955,Africa/Johannesburg
FATM,,Stutterheim Airport,Stutterheim,Eastern Cape,ZA,2675,-32.56666565,27.45000076,Africa/Johannesburg
FATN,TCU,Thaba Nchu Tar Airport,Homeward,Orange-Free-State,ZA,4941,-29.31780052,26.82279968,Africa/Johannesburg
FATP,,New Tempe Airport,Bain's Vlei,Orange-Free-State,ZA,4547,-29.03289986,26.1576004,Africa/Johannesburg
FATR,,Trennery's Airport,Qolora,Eastern Cape,ZA,114,-32.6385994,28.42429924,Africa/Johannesburg
FATT,,Tutuka Power Station Airport,Standerton,Mpumalanga,ZA,5313,-26.77659988,29.33880043,Africa/Johannesburg
FATW,,Witberg Tswalu Airport,Tswalo Game Reserve,Northern Cape,ZA,3921,-27.20499992,22.48189926,Africa/Johannesburg
FATZ,LTA,Tzaneen Airport,Tzaneen,Limpopo,ZA,1914,-23.82439995,30.32929993,Africa/Johannesburg
FAUB,,Underberg Airport,Underberg,KwaZulu-Natal,ZA,5057,-29.78840065,29.49830055,Africa/Johannesburg
FAUC,,Ulco Airport,Ulco,Northern Cape,ZA,3512,-28.35449982,24.22909927,Africa/Johannesburg
FAUG,,Ugie Airport,Ugie,Eastern Cape,ZA,4580,-31.21999931,28.20999908,Africa/Johannesburg
FAUH,,Uitenhage Airport,Uitenhage,Eastern Cape,ZA,289,-33.78530121,25.38330078,Africa/Johannesburg
FAUL,ULD,Prince Mangosuthu Buthelezi Airport,Ulundi,KwaZulu-Natal,ZA,1720,-28.32060051,31.41650009,Africa/Johannesburg
FAUP,UTN,Pierre Van Ryneveld Airport,Upington,Northern Cape,ZA,2782,-28.39909935,21.2602005,Africa/Johannesburg
FAUR,,Utrecht Airport,Utrecht,KwaZulu-Natal,ZA,4101,-27.68050003,30.31679916,Africa/Johannesburg
FAUS,ULX,Ulusaba Airport,Ulusaba,Mpumalanga,ZA,1263,-24.78540039,31.35490036,Africa/Johannesburg
FAUT,UTT,K. D. Matanzima Airport,Mthatha,Eastern Cape,ZA,2400,-31.54789925,28.67429924,Africa/Johannesburg
FAVA,,Vaalputs Airport,Vaalputs,Northern Cape,ZA,3340,-30.13419914,18.52669907,Africa/Johannesburg
FAVB,VRU,Vryburg Airport,Vyrburg,North-West,ZA,3920,-26.98240089,24.72879982,Africa/Johannesburg
FAVD,,Vrede Airport,Vrede,Orange-Free-State,ZA,5499,-27.44029999,29.15309906,Africa/Johannesburg
FAVE,,Ventersdorp Airport,Ventersdorp,North-West,ZA,4917,-26.30089951,26.81419945,Africa/Johannesburg
FAVF,,Verborgenfontei Airport,Verborgenfontein,Northern Cape,ZA,4360,-31.16580009,23.80940056,Africa/Johannesburg
FAVG,VIR,Virginia Airport,Durban,KwaZulu-Natal,ZA,20,-29.77059937,31.0583992,Africa/Johannesburg
FAVI,,Von Abo's Villa Airport,Von Abo's Villa,Orange-Free-State,ZA,4304,-27.61059952,26.68350029,Africa/Johannesburg
FAVM,,Venetia Airport,Venetia Mine,Limpopo,ZA,2333,-22.44809914,29.33769989,Africa/Johannesburg
FAVP,,Vanderbijlpark Airport,Vanderbijlpark,Gauteng,ZA,4861,-26.69029999,27.77709961,Africa/Johannesburg
FAVR,VRE,Vredendal Airport,Vredendal,Western-Cape,ZA,330,-31.64100075,18.5447998,Africa/Johannesburg
FAVS,,Vastrap Airport,Upington,Northern Cape,ZA,3245,-27.8413887,21.63416672,Africa/Johannesburg
FAVU,,Volksrust Airport,Volksrust,KwaZulu-Natal,ZA,5610,-27.37689972,29.86000061,Africa/Johannesburg
FAVV,,Vereeniging Airport,Vereeniging,Gauteng,ZA,4846,-26.56640053,27.96080017,Africa/Johannesburg
FAVW,,Victoria West Airport,Victoria West,Northern Cape,ZA,4124,-31.39940071,23.15640068,Africa/Johannesburg
FAVY,VYD,Vryheid Airport,Vryheid,KwaZulu-Natal,ZA,3799,-27.78689957,30.79640007,Africa/Johannesburg
FAWA,,Warmbaths Airport,Warmbaths,Limpopo,ZA,3655,-24.90999985,28.29999924,Africa/Johannesburg
FAWB,PRY,Wonderboom Airport,Pretoria,Gauteng,ZA,4095,-25.65390015,28.2241993,Africa/Johannesburg
FAWC,,Worcester Glider Airport,Worcester,Western-Cape,ZA,673,-33.6631012,19.41530037,Africa/Johannesburg
FAWD,,Wolmeransstad Airport,Wolmeransstad,North-West,ZA,4513,-27.17000008,25.97999954,Africa/Johannesburg
FAWI,,Witbank Airport,Witbank,Mpumalanga,ZA,5078,-25.83230019,29.19199944,Africa/Johannesburg
FAWK,WKF,Waterkloof Air Force Base,Pretoria,Gauteng,ZA,4940,-25.82999992,28.22249985,Africa/Johannesburg
FAWL,,Williston Airport,Williston,Northern Cape,ZA,3484,-31.38360024,20.93280029,Africa/Johannesburg
FAWM,WEL,Welkom Airport,Welkom,Orange-Free-State,ZA,4399,-27.99799919,26.66959953,Africa/Johannesburg
FAWN,,Winburg Airport,Winburg,Orange-Free-State,ZA,4800,-28.5,27.01666641,Africa/Johannesburg
FAWO,,Willowmore Airport,Willowmore,Eastern Cape,ZA,2608,-33.26330185,23.49060059,Africa/Johannesburg
FAWP,,Wepener Airport,Wepener,Orange-Free-State,ZA,4755,-29.74239922,27.02260017,Africa/Johannesburg
FAWR,,Wavecrest Airport,Wavecrest,Eastern Cape,ZA,89,-32.58969879,28.51919937,Africa/Johannesburg
FAWS,,Wesselbronn Af Airport,Wesselsbron,Orange-Free-State,ZA,4301,-27.84670067,26.35059929,Africa/Johannesburg
FAWT,,Winterveldt Mine Airport,Doornbosch,Limpopo,ZA,3000,-24.665,30.18528,Africa/Johannesburg
FAYP,,Ysterplaat Air Force Base,Cape Town,Western-Cape,ZA,52,-33.90019989,18.49830055,Africa/Johannesburg
FAZA,,Zastron Airport,Zastron,Orange-Free-State,ZA,4265,-30.29999924,27.11700058,Africa/Johannesburg
FAZP,,Mazeppa Bay Airport,Mazeppa Bay,Eastern Cape,ZA,13,-32.47190094,28.65279961,Africa/Johannesburg
FAZQ,,Star Airport,Star,Orange-Free-State,ZA,4754,-26.89310074,27.69000053,Africa/Johannesburg
FAZR,,Zeerust Airport,Zeerust,North-West,ZA,4258,-25.59900093,26.04229927,Africa/Johannesburg
FBCO,,Camp Okavango Airport,Camp Okavango,North-West,BW,3150,-19.11700058,23.10000038,Africa/Gaborone
FBFT,FRW,Francistown Airport,Francistown,North-East,BW,3283,-21.1595993,27.47450066,Africa/Gaborone
FBGM,,Gumare Airport,Gumare,North-West,BW,3100,-19.36663055,22.16666603,Africa/Gaborone
FBGZ,GNZ,Ghanzi Airport,Ghanzi,Ghanzi,BW,3730,-21.69249916,21.65810013,Africa/Gaborone
FBJW,JWA,Jwaneng Airport,,Ngwaketsi,BW,3900,-24.60230064,24.69099998,Africa/Gaborone
FBKE,BBK,Kasane Airport,Kasane,North-West,BW,3289,-17.83289909,25.16239929,Africa/Gaborone
FBKG,,Kang Airport,,Kgalagadi,BW,3520,-23.68330002,22.81669998,Africa/Gaborone
FBKR,KHW,Khwai River Lodge Airport,Khwai River Lodge,North-West,BW,3000,-19.14999962,23.78300095,Africa/Gaborone
FBKY,,Kanye Airport,Kanye,Ngwaketsi,BW,4199,-25.04999924,25.31669998,Africa/Gaborone
FBMG,,Machaneng Airport,Machaneng,Central,BW,2900,-23.18300056,27.46699905,Africa/Gaborone
FBML,,Molepolole Airport,Molepolole,Kweneng,BW,3790,-24.38944444,25.49861111,Africa/Gaborone
FBMM,,Makalamabedi Airport,Makalamabedi,Central,BW,3100,-20.33300018,23.88299942,Africa/Gaborone
FBMN,MUB,Maun Airport,Maun,North-West,BW,3093,-19.97260094,23.43110085,Africa/Gaborone
FBNN,,Nokaneng Airport,Nokaneng,North-West,BW,3200,-19.33860016,22.15379906,Africa/Gaborone
FBNT,,Nata Airport,Nata,Central,BW,2690,-20.21610069,26.15889931,Africa/Gaborone
FBNW,,Gaborone Notwane Airport,Gaborone Notwane,South-East,BW,3218,-24.68300056,25.93300056,Africa/Gaborone
FBOK,,Okwa Airport,Okwa,Ghanzi,BW,3500,-23.08300018,21.88299942,Africa/Gaborone
FBOR,ORP,Orapa Airport,,Central,BW,3100,-21.26670074,25.31669998,Africa/Gaborone
FBPY,QPH,Palapye Airport,Palapye,Central,BW,3000,-22.56699944,27.14999962,Africa/Gaborone
FBRK,,Rakops Airport,Rakops,Central,BW,3000,-21,24.33300018,Africa/Gaborone
FBSK,GBE,Sir Seretse Khama International Airport,Gaborone,South-East,BW,3299,-24.55520058,25.91819954,Africa/Gaborone
FBSN,SXN,Sua Pan Airport,,Central,BW,2985,-20.55340004,26.11580086,Africa/Gaborone
FBSP,PKW,Selebi Phikwe Airport,,,BW,2925,-22.05830002,27.8288002,Africa/Gaborone
FBSR,,Serowe Airport,Serowe,Central,BW,3800,-22.42329979,26.75670052,Africa/Gaborone
FBSV,SVT,Savuti Airport,Savuti,North-West,BW,3150,-18.52059937,24.07670021,Africa/Gaborone
FBSW,SWX,Shakawe Airport,Shakawe,North-West,BW,3379,-18.37389946,21.83259964,Africa/Gaborone
FBTE,,Tshane Airport,Tshane,Kgalagadi,BW,3700,-24.0170002,21.88299942,Africa/Gaborone
FBTL,TLD,Limpopo Valley Airport,Tuli Lodge,Central,BW,1772,-22.18919945,29.12689972,Africa/Gaborone
FBTP,,Thebephatshwa Airport,,Kweneng,BW,3750,-24.22109985,25.34729958,Africa/Gaborone
FBTS,TBY,Tshabong Airport,Tshabong,Kgalagadi,BW,3179,-26.0333004,22.39999962,Africa/Gaborone
FBXB,,Xaxaba Airport,Xaxaba,,BW,3100,-19.55050087,23.05480003,Africa/Gaborone
FBXG,,Xugana Airport,,North-West,BW,0,-19.04999924,23.09000015,Africa/Gaborone
FCBA,,La Louila Airport,La Louila,Pool,CG,984,-4.083000183,14.2329998,Africa/Brazzaville
FCBB,BZV,Maya-Maya Airport,Brazzaville,Brazzaville,CG,1048,-4.251699925,15.25300026,Africa/Brazzaville
FCBD,DJM,Djambala Airport,Djambala,Plateaux,CG,2595,-2.532999992,14.75,Africa/Brazzaville
FCBK,KNJ,Kindamba Airport,Kindamba,Pool,CG,1460,-3.950000048,14.5170002,Africa/Brazzaville
FCBL,LCO,Lague Airport,Lague,Plateaux,CG,2756,-2.450000048,14.53299999,Africa/Brazzaville
FCBM,MUY,Mouyondzi Airport,Mouyondzi,Bouenza,CG,1670,-4.014873982,13.96611214,Africa/Brazzaville
FCBP,,M'passa Airport,M'passa,Pool,CG,1115,-4.367000103,14.14999962,Africa/Brazzaville
FCBS,SIB,Sibiti Airport,Sibiti,Lekoumou,CG,1883,-3.683000088,13.35000038,Africa/Brazzaville
FCBT,,Loutete Airport,Loutete,Bouenza,CG,656,-4.282999992,13.86699963,Africa/Brazzaville
FCBU,,Aubeville Airport,Aubeville,Bouenza,CG,1148,-4.267000198,13.53299999,Africa/Brazzaville
FCBY,NKY,Yokangassi Airport,Nkayi,Bouenza,CG,541,-4.217000008,13.28299999,Africa/Brazzaville
FCBZ,ANJ,Zanaga Airport,Zanaga,Lekoumou,CG,1870,-2.849999905,13.81700039,Africa/Brazzaville
FCMA,,Mavinza Airport,Mavinza,Niari,CG,509,-2.450000048,11.64999962,Africa/Brazzaville
FCMB,,N'Ziba Airport,N'Ziba,Niari,CG,2149,-2.717000008,12.53299999,Africa/Brazzaville
FCMD,,Sidetra Airport,Sidetra,Niari,CG,2133,-2.867000103,12.86699963,Africa/Brazzaville
FCMF,,Loufoula Airport,Loufoula,Niari,CG,650,-3,12,Africa/Brazzaville
FCMG,,Gokango Airport,Gokango,Niari,CG,820,-3.032999992,12.13300037,Africa/Brazzaville
FCMI,,Irogo Airport,Irogo,Niari,CG,919,-2.717000008,11.88300037,Africa/Brazzaville
FCMK,,Kele Kibangou Airport,Kele Kibangou,Niari,CG,902,-3.316999912,12.61699963,Africa/Brazzaville
FCML,,Leboulou Airport,Leboulou,Niari,CG,886,-2.900000095,12.36699963,Africa/Brazzaville
FCMM,MSX,Mossendjo Airport,Mossendjo,Niari,CG,1519,-2.950000048,12.69999981,Africa/Brazzaville
FCMN,,N'gongo Airport,N'gongo,Niari,CG,906,-2.98300004,12.19999981,Africa/Brazzaville
FCMO,,Mandoro Airport,Mandoro,Niari,CG,1772,-2.650000095,12.88300037,Africa/Brazzaville
FCMR,,Marala Airport,Marala,Niari,CG,1535,-2.900000095,12.63300037,Africa/Brazzaville
FCMS,,Nyanga Airport,Nyanga,Niari,CG,558,-2.867000103,11.94999981,Africa/Brazzaville
FCMY,,Legala Airport,Legala,Niari,CG,2152,-2.217000008,12.83300018,Africa/Brazzaville
FCMZ,,N'Zabi Airport,N'Zabi,Niari,CG,1640,-3.167000055,12.86699963,Africa/Brazzaville
FCOB,BOE,Boundji Airport,Boundji,Cuvette,CG,1247,-1.032999992,15.38300037,Africa/Brazzaville
FCOE,EWO,Ewo Airport,Ewo,Cuvette-Ouest,CG,1503,-0.883000016,14.80000019,Africa/Brazzaville
FCOG,GMM,Gamboma Airport,Gamboma,Plateaux,CG,1509,-1.829403,15.885237,Africa/Brazzaville
FCOI,ION,Impfondo Airport,Impfondo,Likouala,CG,1099,1.616999984,18.06699944,Africa/Brazzaville
FCOK,KEE,Kelle Airport,Kelle,Cuvette-Ouest,CG,1526,-0.082999997,14.53299999,Africa/Brazzaville
FCOM,MKJ,Makoua Airport,Makoua,Cuvette,CG,1293,-0.017000001,15.58300018,Africa/Brazzaville
FCOO,FTX,Owando Airport,Owando,Cuvette,CG,1214,-0.531350017,15.95009995,Africa/Brazzaville
FCOS,SOE,Souanke Airport,Souanke,Sangha,CG,1722,2.066999912,14.13300037,Africa/Brazzaville
FCOT,BTB,Betou Airport,Betou,Likouala,CG,1168,3.049999952,18.5,Africa/Brazzaville
FCOU,OUE,Ouesso Airport,,Sangha,CG,1158,1.615990043,16.03790092,Africa/Brazzaville
FCPA,KMK,Makabana Airport,Makabana,Niari,CG,495,-3.48300004,12.61699963,Africa/Brazzaville
FCPB,,Bangamba Airport,Bangamba,Lekoumou,CG,1312,-3.683000088,13.19999981,Africa/Brazzaville
FCPD,DIS,Ngot Nzoungou Airport,Dolisie,Niari,CG,1079,-4.20635,12.6599,Africa/Brazzaville
FCPE,,Leganda Airport,Leganda,Lekoumou,CG,1198,-3.433000088,12.93299961,Africa/Brazzaville
FCPG,,Kibangou Airport,Kibangou,Niari,CG,427,-3.48300004,12.30000019,Africa/Brazzaville
FCPI,,Loubetsi Airport,Loubetsi,Niari,CG,328,-3.700000048,12.13300037,Africa/Brazzaville
FCPK,,N'komo Airport,N'komo,Kouilou,CG,98,-3.917000055,11.38300037,Africa/Brazzaville
FCPN,,Noumbi Airport,Noumbi,Kouilou,CG,39,-4.150000095,11.38300037,Africa/Brazzaville
FCPO,,Pemo Airport,Pemo,Niari,CG,1686,-2.867000103,12.53299999,Africa/Brazzaville
FCPP,PNR,Pointe Noire Airport,Pointe Noire,Kouilou,CG,55,-4.816030026,11.88659954,Africa/Brazzaville
FCPY,,Loukanyi Airport,Loukanyi,Kouilou,CG,295,-4.032999992,11.5170002,Africa/Brazzaville
FD01,,Hidden Acres Airpark,Monticello,Florida,US,34,30.27960014,-84.04879761,America/New_York
FD02,,85th Avenue Airstrip,Orange Springs,Florida,US,80,29.48500061,-82.02200317,America/New_York
FD03,,The Funny Farm Airport,Crestview,Florida,US,200,30.80019951,-86.4355011,America/Chicago
FD04,,Leeward Air Ranch Airport,Ocala/Belleview,Florida,US,86,29.08410072,-82.03230286,America/New_York
