=== Airports Without IATA Codes ===
ICAO,Name,City,Country
NC65,Yonder Airport,Atkinson,US
NC66,Ventosa Plantation Airport,Scotland Neck,US
NC67,Six Oaks Airport,Asheville,US
NC69,Twin Oak Airport,Clinton,US
NC70,Mckee Airport,Fairmont,US
NC71,Rockin A Airfield,Parkton,US
NC72,Hinton Field,Princeton,US
NC73,Hodges Farm Airport,Sladesville,US
NC75,Schneider Haven Airstrip,Harmony,US
NC76,Massengill Airport,Newton Grove,US
NC77,Chalfant Airport,Concord,US
NC78,Turbeville Airport,Tabor City,US
NC79,Bear Creek Airport,Mount Pleasant,US
NC81,Cox Airport,Apex,US
NC82,Dublin Field,Dublin,US
NC86,Rocking A Farm Airport,White Oak,US
NC87,Dogwood Farm Airport,Havelock,US
NC93,South River Airport,Salisbury,US
NC97,Dirt Dobber's Grass Strip,Shelby,US
NC99,Bagwell Airport,Garner,US
NCMN,Manuae Airport,Manuae,CK
ND01,Nelson Airport,Amenia,US
ND02,Ricketyback Field,Aneta,US
ND07,Punton Private Airport,Absaraka,US
ND09,Bryn Airport,Dazey,US
ND10,Flying-N-Ranch Airport,Christine,US
ND14,Fordville Airport,Fordville,US
ND16,Frei Private Airport,Halliday,US
ND18,Judy Strip,Glenburn,US
ND20,Gensrich Airport,Hatton,US
ND22,Fischer Private Airport,Garrison,US
ND23,Wright Field,Williston,US
ND24,Inkster Airport,Inkster,US
ND26,Gajewski Field,Alexander,US
ND29,Swenson Airport,Belfield,US
ND32,Kalainov Private Airport,Steele,US
ND34,Moen Airport,Epping,US
ND35,Lindemann Airport,Lucca,US
ND36,Don's Airport,St Thomas,US
ND38,Rices Airpark,Maddock,US
ND40,Rau Field,Medina,US
ND41,Voller Airport,Strasburg,US
ND42,Warren Pietsch Airport,Sawyer,US
ND43,Flying S Ranch Airport,Minot,US
ND44,Underwood Airport,Underwood,US
ND47,Geske Airfield,Enderlin,US
ND49,Krause Private Airport,Wyndmere,US
ND52,True North Airpark,West Fargo,US
ND54,Whitman Field,Robinson,US
ND59,Grieve Airport,Buffalo,US
ND60,Douglas Portage Airport,Arvilla,US
ND62,Brands Airport,Taylor,US
ND65,Letzring Airport,Center,US
ND68,Vining Airport,Wheatland,US
ND72,Lonetree Airstrip,Harvey,US
ND73,Peterson Airport,Amenia,US
ND74,Smith Private Airport,Amenia,US
ND75,Pete's Tractor Salvage Airport,Anamoose,US
ND76,Turner Field,Arthur,US
ND78,Wilcox Farm Airport,Ayr,US
ND80,Spitzer Airport,Baldwin,US
ND85,Humann Private Airstrip,Hazelton,US
ND86,Peterson Airport,Grendra,US
ND87,Indian Hill Resort Airport,Garrison,US
ND89,Mutschler Field,Clementsville,US
ND90,Dahl Private Airport,Cogswell/Brampton/,US
ND92,Schroeder Airport,Davenport,US
ND96,Sauter Airport,Bismark,US
ND98,Cloud Nine Airport,Lincoln,US
ND99,Ellig Field,Hickson,US
NE01,Schutte Airport,Guide Rock,US
NE04,Ely Airport,Guide Rock,US
NE06,Woolf Brothers Airport,Lynch,US
NE08,Larrabee Airport,Lamar,US
NE09,Simpson Airport,Norfolk,US
NE11,Durands Sky Ranch Airport,Omaha,US
NE12,Sullivan Airstrip,Palmer,US
NE15,Starns Auxiliary Airport,Ashland,US
NE17,Walts Aerial Service Airport,St. Paul,US
NE18,Krutz Airport,Seward,US
NE19,Ag Air Airport,Broadwater,US
NE20,Bernadt Airport,Steinauer,US
NE24,Polaks Sky Ranch Airport,Valparaiso,US
NE25,Orr Field,North Platte,US
NE27,Abie Sky Ranch Airport,Abie,US
NE29,Cavanaugh Airport,Minden,US
NE30,Olson Field,Holdrege,US
NE31,B.C. Air Airport,Battle Creek,US
NE33,Clearidge Airport,Bennet,US
NE34,Fehringer Aerodrome,Sidney,US
NE35,Sutton Airport,Chester,US
NE37,Loseke Airstrip,Columbus,US
NE38,Aknux Airport,Prosser,US
NE39,Warbonnet Ag Strip,Davey,US
NE40,Denton Airfield,Denton,US
NE42,Dream Field,Lincoln,US
NE43,Musiel Airport,Morse Bluff,US
NE44,Koinzan Airport,Elgin,US
NE45,Stewart Field,Bennet,US
NE49,Koke Airport,Gretna,US
NE50,Sudbeck Field,Hartington,US
NE51,Kohles Airport,Martell,US
NE52,Easton Field,Hebron,US
NE53,Liesveld Airport,Holland,US
NE54,Dostal-Bradley Airport,Howells,US
NE56,Werner Airport,Valley,US
NE57,Thomas Airport,Liberty,US
NE59,Pester Airport,Lincoln,US
NE64,Luetkenhaus Airport,Memphis,US
NE65,Roth Airport,Milford,US
NE69,Browns Airport,Weeping Water,US
NE73,Stinking Water Creek Airport,Elsie,US
NE79,Mueller Field,Roca,US
NE80,Hausmann Airfield,Roca /Lincoln/,US
NE82,Nolte Farms Airport,Murray,US
NE85,Glaser Airport,Spalding,US
NE86,Traudt Airport,Sutton,US
NE87,Rempe Private Airport,Superior,US
NE88,Novotny/Tonar Farms Airport,Valparaiso,US
NE89,Herberts Farm Airport,Winnetoon,US
NE92,Thomsen Airport,Wymore,US
NE99,Hawkins Ranch Airport,Arthur,US
NFFA,Ba Airport,,FJ
NFKB,Kaibu Island Airport,Kaibu Island,FJ
NH07,Cooper Farm Airport,Loudon,US
NH15,Locke Lake Airport,Barnstead,US
NH16,Brookline Airport,Brookline,US
NH17,Zim Airport,Mason,US
NH18,Chickville Airport,Center Ossipee,US
NH20,Ward Field,Sanbornton,US
NH25,Flying H Skyport Airport,Melvin Village,US
NH31,Mountain View Field,Wolfeboro,US
NH38,Leavitt Airport,Albany,US
NH39,Frank D. Comerford Airport,Walpole,US
NH40,Eagles Nest Airport,New London,US
NH43,Murphy-Sherwood Park Airport,Nottingham,US
NH49,Bradley Field,Woodstock,US
NH60,Huff Memorial Airport,New Boston,US
NH61,New Poverty Flats Airport,Chester,US
NH67,Winterwood Airport,Brentwood,US
NH69,Windsock Village Airport,West Ossipee,US
NH76,Mason Airfield,Mason,US
NH78,Steck Farm Airport,Pelham,US
NH84,Northwood Airport,Northwood,US
NH86,Intervale Airport,Henniker,US
NH88,Country Club Air Park,Goffstown,US
NH96,Wentworth Aerodrome Airport,Wentworth,US
NJ02,Alloway Airfield,Alloway,US
NJ06,B J Farms Airport,Shiloh,US
NJ09,Matthews Airport,Belvidere,US
NJ16,Sliker Strip,Califon,US
NJ20,Coyle Field,Chatsworth,US
NJ24,Warren Grove Range Airport,Burlington County,US
NJ25,Hollingshead Airport,Clarksboro,US
NJ30,Paruszewski Farm Strip,Salem,US
NJ46,Mar Bar L Farms Airport,Englishtown,US
NJ47,Teeny Weeny Acres Airport,Flemington,US
NJ49,Bradford Field,Flemington,US
NJ50,The Landing Airport,Flemington,US
NJ52,Folsom Airport,Folsom,US
NJ58,Nordheim Flying K Airpark,Bargaintown,US
NJ59,Ekdahl Airport,Freehold,US
NJ60,Cuddihy Landing Strip,Freehold,US
NJ61,Malone Airport,Frenchtown,US
NJ63,Eagles Lair Airport,Frenchtown,US
NJ64,Reeder Airport,Glassboro,US
NJ65,John E. Rogers Airport,Great Meadows,US
NJ69,Ideal Mfg Corp Airport,Hammonton,US
NJ72,Hop Brook Farm Airport,Holmdel,US
NJ74,Salem Airfield,Salem,US
NJ75,Werner Private Airport,Jamesburg,US
NJ79,Goat Hill Airport,Lambertville,US
NJ81,Free Spirit Airport,Vineland,US
NJ84,Hidden Acres Farm Airport,Bridgeton,US
NJ95,Herr Brothers Airport,Milford,US
NJ96,Als Landing Strip,Minotola,US
NJ98,Zitone Airport,Montague,US
NK01,Countryman's Landing Strip,Carthage,US
NK04,Shepard Airport,Constantia,US
NK05,Tom N' Jerry Airport,Danby,US
NK06,S.O.P. Airport,Germantown,US
NK07,Big Island Airport,Goshen,US
NK08,Sheeley's Farm Airport,High Falls,US
NK09,Eagle Ridge Airport,Burdett,US
NK12,Donnelly's Airport,Wales,US
NK16,Hendricks Field,Gouverneur,US
NK17,August Field,Gansevoort,US
NK19,Potoczak Airport,Clarence Center,US
NK24,Tilden Airport,Montour Falls,US
NK25,Cambria Airport,Lockport,US
NK26,Old Forge Airport,Old Forge,US
NK27,Hedge Hop Field,Springville,US
NK31,Dawn Patrol Aviation Airport,Albion,US
NK43,Jerry Phibbs Airport,Albany,US
NK47,Dalrymples Airport,Elmira,US
NK52,Connelly Field,Elmira,US
NK53,Dodge/Coppola/Wheeler Airport,Sullivanville,US
NK54,Matejka Field,Erin,US
NK68,White Birch Field,Hancock,US
NK71,Marcellus Airport,Marcellus,US
NK72,James Henion Private Field,Ithaca,US
NK74,Match Mate Airport,Aurora,US
NK76,Grammar Airport,Geneva,US
NK79,Lewis Landing Airport,Slate Hill,US
NK81,Roberts Roost Airport,Arcade,US
NK82,Engineers Airport,Constantia,US
NK83,Nettie's Place Airport,Quaker Street,US
NK87,Merkle Airport,Clarence Center,US
NK89,Ultralight Flight Farm Ultralightport,Monterey,US
NK91,Boyle's Landing Airport,Sharon Springs,US
NM01,Rancho Magdalena Airport,Magdalena,US
NM02,Biplane Ranch Airport,Moriarty,US
NM03,K-D Field,Dexter,US
NM04,Keller Field,Farmington,US
NM05,Williams Airport,Farmington,US
NM08,Solo Ranch Airport,Deming,US
NM09,First Aero Squadron Airpark,Columbus,US
NM10,Tequesquite Ranch Airport,Albert,US
NM13,Burris E Station Airport,Las Cruces,US
NM14,Burris 'E' Ranch Airport,Las Cruces,US
NM15,Clavel Ranch Airport,Roy,US
NM16,Chama Land & Cattle Co. Airport,Chama,US
NM17,Ray Ranch Airport,Roy,US
NM20,Benedict Airpark,Roswell,US
NM21,Patterson Ranch Airport,Stanley,US
NM24,Eastside Airport,Chama,US
NM25,Lincoln Station Airport,Corona,US
NM26,Luna Landing Airport,Deming,US
NM27,Sanostee Airport,Gallup,US
NM28,Beckett Farm Airport,Tularosa,US
NM29,Rosebud Airport,Rosebud,US
NM30,Mitchell Farms Airport,Bellview,US
NM31,Elk Valley Airstrip,Pie Town,US
NM32,Bell Ranch Waggoner Airport,Bell Ranch,US
NM33,Bell Ranch Headquarters Airport,Bell Ranch,US
NM36,Candy Kitchen Ranch Airport,Ramah,US
NM37,Adobe Ranch Private Airport,Truth Or Consequences,US
NM38,Double V Ranch Airport,Fort Sumner,US
NM39,Davenport Airport,Farmington,US
NM40,Gorby Ranch Airport,Alamogordo,US
NM41,Happy Mountain Airport,Pie Town,US
NM42,Aero Tech Inc Airport,Clovis,US
NM44,Bojax Ranch Airport,Kenna,US
NM47,2 X 4 Ranch Airport,Artesia,US
NM48,Esenada Airport,Ensenada,US
NM49,J & M Farms Airport,Willard,US
NM51,Chloride Airport,Chloride,US
NM52,Camco Ranch Airport,Nara Visa,US
NM53,San Miguel Ranch Airport,Las Vegas,US
NM55,Whitewater Mesa Ranch Airport,Glenwood,US
NM56,Mystic Bluffs Airport,Ramah,US
NM59,Price's Dairy Airport,Albuquerque,US
NM61,New Mexico Soaring Ranch Airport,Albuquerque,US
NM63,Big Sky Airport,Stanley,US
NM64,Gray Ranch Airport,Animas,US
NM66,Poco Loco Airport,Pie Town,US
NM67,La Mesa Park Airport,Raton,US
NM68,Rael Ranch Horse Pasture Airport,Horse Springs,US
NM69,Casas Adobes Airpark,Mimbres,US
NM70,Rodeo Airport,Rodeo,US
NM71,Three Rivers Ranch Airport,Three Rivers,US
NM72,Turner Ridgeport Airport,Silver City,US
NM73,Akin and Akin Airport,Mc Alister,US
NM74,Cubero Airport,Cubero,US
NM75,Doolittle Ranch Airport,Watrous,US
NM76,Park Springs Airport,Anton Chico,US
NM78,Hacienda Sur Luna Airport,Columbus,US
NM79,Shoestring Ranch Airport,Organ,US
NM80,Quemado Airport,Quemado,US
NM83,Industrial Airpark,Hobbs,US
NM84,G Bar F Ranch Airport,Capitan,US
NM86,Playas Air Strip,Playas,US
NM87,Jenkins Airport,Roswell,US
NM88,Skywagon Farm Airport,Bosque,US
NM89,Manzano-Mountain Air Ranch Airport,Los Lunas,US
NM90,Amigos Del Cielo Airport,Rodeo,US
NM91,High Lonesome Airport,Fence Lake,US
NM92,Tierra De Dios Airport,Rowe,US
NR02,Jordan Field,Mount Gilead,US
NR04,Southern Skies Airstrip,Taylorsville,US
NTGR,Aratika Airport,Aratika,PF
NTGS,Marutea Airport,Auorotini,PF
NV00,Valley View Airport,Pahrump,US
NV02,O'Toole Ranch Airport,Austin,US
NV04,Marys River Ranch Airport,Deeth,US
NV05,Soldier Meadow Nr 2 Airport,Gerlach,US
NV06,Soldier Meadow Nr 1 Airport,Gerlach,US
NV07,Sunnyside/Kirch Wildlife Mgmt Area Airport,Lund,US
NV08,Petan Ranch Airport,Mountain City,US
NV09,H Bar H Airport,Reno,US
NV11,Yucca Airstrip,Mercury,US
NV12,I-L Ranch Airport,Tuscarora,US
NV13,Bailey Ranch Airport,Carson City,US
NV14,Juniper Airport,Montello,US
NV16,Lackerman Ranch Airport,Gerlach,US
NV17,Youngberg Ranch Airport,Lemmon Valley,US
NV22,Red Rock Ranch Airport,Elko,US
NV23,Air Sailing Gliderport,Sparks,US
NV24,Fort Ruby Ranch Airstrip,Ruby Valley,US
NV26,Voc Tech Airport,Henderson,US
NV27,Circle L Ranch Airport,Dyer,US
NV30,Dixie Valley Airport,Fallon,US
NV31,Barker Creek Ranch Airstrip,Round Mountain,US
NV33,Farias Wheel Airport,Smith Valley,US
NV35,Hudson Airport,Austin,US
NV36,Imvite Airport,Amargosa Valley,US
NV41,Sulfur Airport,Gerlach,US
NV42,Heritage Airport,Jean,US
NV44,Justover Field,Sparks,US
NV47,Palomino Airport,Sparks,US
NV54,Flying S Ranch Ultralightport,Pahrump,US
NV55,Pinenut Airport,Gardnerville,US
NV56,Wine Glass Ranch Airport,Round Mountain,US
NV64,Swanson Ranch 3 Airport,Battle Mountain,US
NV67,Pilot Creek Ranches Airport,Montello,US
NV68,Pine Grove Airport,Orovada,US
NV72,Sweetwater (USMC) Airport,Wellington,US
NV74,Calvada Meadows Airport,Pahrump,US
NV77,Empire Farms Airport,Empire,US
NV83,Hadley Airport,Round Mountain,US
NV96,Rolling Thunder Airport,Sparks,US
NV97,Desert Creek Airport,Wellington,US
NV98,Caas Airport,Pahrump,US
NVVJ,Forari Airport,Forari,VU
NVVK,Lenakel Airport,Lenakel,VU
NWWB,Bourail - Poe Airport,Bourail / Poe,NC
NWWF,Voh Airport,Voh,NC
NWWS,Plaine des Lacs Airport,Plaine des Lacs,NC
NWWT,Oua Tom Airport,La Foa,NC
NWWX,Canala Airport,Canala,NC
NWWY,Ouaco Airport,Ouaco,NC
NX01,Cole Landing Zone Airport,,US
NY00,Basher Field,Sardinia,US
NY01,Knowlesville Airport,Knowlesville,US
NY02,Mountain Top Airport,Davenport,US
NY03,Skytop Airport,Roscoe,US
NY04,East Arcade Airport,Arcade,US
NY05,Hogan Airport,Esperance,US
NY06,Gaines Valley Aviation Airport,Albion,US
NY07,Hurlbut Field,Canton,US
NY09,Middle Hope Airport,Newburgh,US
NY10,Duflo Airport,New Bremen,US
NY11,Lakestone Farm Airport,Macedon,US
NY13,D'Amico Airport,Lyons,US
NY15,Lakeville Airport,Lakeville,US
NY16,Oak Ridge Airport,East Palmyra,US
NY17,Adirondack Airpark Estates Airport,Plattsburgh,US
NY18,Neno International Airport,Ithaca,US
NY19,Walls Airport,Elbridge,US
NY20,Nellis Field,Fort Plain,US
NY23,Mohawk Aviation Center Airport,Mohawk,US
NY24,Colonial Airport,Niagara Falls,US
NY25,F&F Airpark Airport,Oneonta,US
NY26,Sky-Ranch Airport,Herkimer,US
NY27,South Dayton Airport,South Dayton,US
NY28,Anthonson Airport,Jordan,US
NY29,Schuyler Airport,Watkins Glen,US
NY31,Rabbit Lane Airport,Phoenix,US
NY32,Fort Hill Airport,West Bloomfield,US
NY33,Westerlo Airport,Westerlo,US
NY34,Randall's Roost Airport,Cameron,US
NY35,Stanton Airport,New Paltz,US
NY37,Galway Airport,Galway,US
NY38,Mc Bride's Airport,Gorham,US
NY40,Gentzke Aeronautical Park Airport,Holland,US
NY42,Paradise Airport,Red Creek,US
NY48,Grace's Landing Airport,South Kortright,US
NY49,Mesmer Airport,Niagara Falls,US
NY50,Johnson Airport,Perth,US
NY51,Russell Airport,Canajoharie,US
NY53,Tri County Airways Airport,West Edmeston,US
NY55,Grund Field,Ithaca,US
NY57,Remsen City Airport,Remsen,US
NY58,Snow Field,Amsterdam,US
NY59,Valenty Mierek Airport,Ava,US
NY60,Vasile Field,Beekmanton,US
NY62,Curtis Airport,Verona,US
NY63,Archdale Meadows Airport,Greenwich,US
NY64,The Pines Airport,Broadalbin,US
NY65,Circle K Ranch Airport,Broadalbin,US
NY66,Lewis Field,Broadalbin,US
NY67,Carter Flight Park Ultralightport,Manlius,US
NY68,Richfield Airport,Richfield Springs,US
NY69,John Gonzales Field,Cape Vincent,US
NY70,Scott'S Sky Ranch Airport,Mount Morris,US
NY71,O'Riley Airport,Fort Plain,US
NY72,Poolsbrook Aerodrome,Manlius,US
NY73,Miller Field,Coventryville,US
NY74,Deer Run Airport,Coxsackie,US
NY76,Neverland Airport,Cattaraugus,US
NY77,Wandervogel Gliderport,Delanson,US
NY78,Downsville Airport,Downsville,US
NY79,Keysa Airport,Bliss,US
NY81,Heldeberg Airstrip,East Berne,US
NY82,Alexander Farm Airport,East Schodack,US
NY84,Richter Aero Airport,Essex,US
NY85,Hickory Hollow Airport,Floyd,US
NY86,Waxwing Airport,Rensselaerville,US
NY87,Amsterdam Airfield,Fort Johnson,US
NY88,Hickory Acres Airport,Fort Plain,US
NY89,Goose Creek Airport,Jamestown,US
NY91,Smithfield Airport,Peterboro,US
NY92,Owasco Airport,Moravia,US
NY94,Old Rhinebeck Airport,Rhinebeck,US
NY96,Mexico Airdrome Airport,Mexico,US
NY97,Northway Airport,Morrisonville,US
NZ12,Palmer Station Airport,,AQ
NZAE,Mount Tarawera Airport,Mount Tarawera,NZ
NZAG,Matarangi Airport,,NZ
NZAN,Alfredton Airport,Alfredton,NZ
NZBA,Balclutha Aerodrome,Balclutha,NZ
NZCB,Centre Bush Aerodrome,Centre Bush,NZ
NZCS,Cromwell Racecourse Aerodrome,,NZ
NZDV,Dannevirke Aerodrome,,NZ
NZES,Wharepapa South Airport,,NZ
NZFF,Forest Field Aerodrome,,NZ
NZFI,Feilding Airport,Feilding,NZ
NZFP,Foxpine Aerodrome,,NZ
NZFT,Flat Point Aerodrome,,NZ
NZGA,Galatea Airfield,,NZ
NZGC,Gore3 Airport,,NZ
NZGR,Great Mercury Airport,,NZ
NZGY,Glenorchy Airport,,NZ
NZHA,Hawera Airport,Hawera,NZ
NZHB,Auckland Hobsonville Airport,,NZ
NZHP,Lake Haupiri/Gloriavale Christian Community Airport,,NZ
NZHR,Hanmer Springs Airport,,NZ
NZHS,Hastings Airport,,NZ
NZHT,Haast Aerodrome,,NZ
NZIR,McMurdo Station Ice Runway,McMurdo Station,AQ
NZKC,Kelly Field,,NZ
NZKD,Motu Kaikoura Island Aerodrome,Kaikoura Island,NZ
NZKF,Kaipara Flats Airport,,NZ
NZKM,Karamea Airport,,NZ
NZKY,Kowhai Aerodrome,,NZ
NZLD,Limestone Downs Airport,Limestone Downs,NZ
NZLE,Lake Station Airport,,NZ
NZME,Mercer1 PDZ Airport,,NZ
NZMJ,Martins Bay Aerodrome,,NZ
NZML,Molesworth Airport,Molesworth,NZ
NZMR,Murchison Airport,Murchison,NZ
NZMT,Martinborough Airport,Martinborough,NZ
NZMW,Makarora Airstrip,,NZ
NZMZ,Matakana Island Airport,Matakana Island,NZ
NZNE,North Shore Aerodrome,Dairy Flat,NZ
NZOA,Omarama Glider Airport,,NZ
NZOI,Motiti Island Airport,Motiti Island,NZ
NZOM,Omaka Blenheim Airport,Blenheim,NZ
NZOP,Opotiki Airport,,NZ
NZOX,Okiwi Station Airport,,NZ
NZPA,Paihia Private Airport,,NZ
NZPG,McMurdo Station Pegasus Field,McMurdo Station,AQ
NZPH,Pudding Hill Aerodrome,,NZ
NZPI,Parakai Aerodrome,,NZ
NZPK,Pikes Point Airport,Pikes Point,NZ
NZPO,Porangahau Aerodrome,,NZ
NZRI,Rangitata Island Airport,Rangitata Island,NZ
NZRK,Rangitaiki Airfield,,NZ
NZRT,Rangiora Airfield,Rangiora,NZ
NZRU,Waiouru Airport,,NZ
NZRW,Ruawai Aerodrome,,NZ
NZRX,Roxburgh Aerodrome,,NZ
NZSD,Stratford Airport,Stratford,NZ
NZSL,Springhill Airport,,NZ
NZSP,South Pole Station Airport,,AQ
NZTA,Te Aroha Airfield,,NZ
NZTE,Te Kowhai Airfield,,NZ
NZTI,Taieri Airport,,NZ
NZTL,Tekapo Aerodrome,,NZ
NZTM,Taumarunui Airport,,NZ
NZTN,Turangi Airport,,NZ
NZTT,Te Kuiti Airfield,Te Kuiti,NZ
NZTZ,Te Anau Airport,,NZ
NZUN,Pauanui Beach Glider Airport,,NZ
NZVL,Mandeville Aerodrome,,NZ
NZVR,Taihape Airport,Taihape,NZ
NZWD,Williams Field,McMurdo Station,AQ
NZWJ,Wellsford Airport,,NZ
NZWL,West Melton Aerodrome,,NZ
NZWM,Waimate Airport,,NZ
NZWP,RNZAF Base Auckland-Whenuapai,,NZ
NZWV,Waihi Beach Airport,,NZ
NZYP,Waipukurau Airport,,NZ
OA00,Taildragger Airport,Cambridge,US
OA04,Rutter Airport,Arcadia,US
OA05,Hogan Airport,Mc Gonigle,US
OA07,Hemlock Field,Rock Creek,US
OA10,Workman's Landing Airport,Mount Orab,US
OA11,Heitman Field,Anna,US
OA12,Buena Vista Farm Airport,Morrow,US
OA14,Roxford Airport,Dennison,US
OA16,Lost Bridge Airport,North Bend,US
OA19,Clover Fields Airport,North Canton,US
OA23,Heins Field,Arcanum,US
OA51,Fighter Field Airport,Watkins,US
OA85,Riverview Airport,Dresden,US
OAKG,Khojaghar Airport,Khojaghar,AF
OAQM,Kron Monajn Airport,Kron Monajn,AF
OASG,Sheberghan Airport,,AF
OAYQ,Yangi Qala Airport,,AF
OAYW,Yawan Airport,,AF
OBBS,Sheik Isa Air Base,Sitrah,BH
OE43,Arfa Airport,,SA
OE45,Ras Khafji Airport,,SA
OE46,Al Lidem Airport,,SA
OE47,Al Kharj,,SA
OE48,Quz South Airport,,SA
OE49,Mecca East Airport,,SA
OE51,Al Kharj East Airport,,SA
OE52,Al Artawiyah South Airport,,SA
OE53,King Abdul Aziz Military Academy Airport,,SA
OE54,Hafar Al Atk Airport,,SA
OE55,Ghafah Airport,,SA
OE56,Khalfan Airport,,SA
OEAA,Abu Ali Airport,,SA
OEBQ,Abqaiq Airport,,SA
OEDM,Prince Salman Bin Abdulaziz Airport,,SA
OEHR,Harad Airport,Harad,SA
OEHW,Hawtah Airport,,SA
OEJF,King Faisal Naval Base,Jeddah,SA
OEKR,Khurais Airport,,SA
OENR,Nariya Airport,Nariya,SA
OEPC,Pump Station 3 Airport,,SA
OEPF,Pump Station 6 Airport,,SA
OEPI,Pump Station 9 Airport,,SA
OEPJ,Pump Station 10 Airport,,SA
OEPK,Ipsa 3 Airport,,SA
OERB,Rabigh Airport,,SA
OERM,Ras Mishab Airport,,SA
OERT,Ras Tanura Airport,,SA
OESB,Shaibah Airport,,SA
OETH,Thumamah Airport,,SA
OETN,Ras Tanajib Airport,,SA
OEUD,Udhailiyah Airport,,SA
OEUM,Umm Lajj Airport,Umm Lejj,SA
OG00,3 Rivers Recreation Area Airport,Culver,US
OG01,Dunning Vineyards Airport,Corvallis,US
OG02,Rieben Airport,Banks,US
OG04,Rothrock Field,Adams,US
OG05,Sundance Meadows Airport,Bend,US
OG06,Table Rock Airport,Christmas Valley,US
OG07,Cove Side Ranch Port Airport,Cove,US
OG08,Curtis Airfield,Helix,US
OG10,Mt Hope Airport,Lebanon,US
OG12,Wilson Ranch Airport,Prineville,US
OG13,Fly By Night Airport,Ruch,US
OG14,Silvies Valley Ranch Airport,Seneca,US
OG15,Sage Ranch Airport,Sisters,US
OG16,Jim's Airstrip,Halsey,US
OG17,Teed's Airport,Lakeview,US
OG18,Lawen Strip,Lawen,US
OG19,Bombay Farms Airport,Madras,US
OG20,Fairways Airport,Oregon City,US
OG21,Dry Creek Airpark,Prineville,US
OG23,Poverty Hollow Airport,Sheridan,US
OG24,Flying D Ranch Airport,Sutherlin,US
OG25,Firefly Ranch Airfield,White City,US
OG26,Roscoes Airport,Willamina,US
OG27,Muddy Creek Airport,Haines,US
OG28,The Green Trees Ranch Airport,Scio,US
OG29,Mc Kinnon Airpark,Sandy,US
OG30,Aeroacres Airport,Oregon City,US
OG31,Shady Cove Airpark,Shady Cove,US
OG33,Oregon Sky Ranch Airport,Milton/Freewater,US
OG34,Meyer Riverside Airpark,Tigard,US
OG36,Munson Airport,Junction City,US
OG39,Longview Ranch Airport,Kimberly,US
OG40,Napier Ranch Airport,Roseburg,US
OG41,Nace Family Airstrip,Glendale,US
OG42,Quail Field,Pendleton,US
OG44,Miss Kittys Strip Airport,Amity,US
OG45,Bald Mountain Airport,Baker City,US
OG48,Greer Airport,Coburg,US
OG49,Coca Cola Airport,Corvalis,US
OG50,Cottonwood Creek Ranch Airport,Harper,US
OG51,Six Springs Ranch Airport,Madras,US
OG52,Jpm Airport,Monmouth,US
OG53,Wildhorse Valley Airport,Andrews,US
OG54,Shaniko Cattle Airport,Shaniko,US
OG63,Gilbert Airport,North Plains,US
OH02,Eickmeier Airport,Mc Clure,US
OH03,Woodworth Airport,Madison,US
OH07,Sunset Strip,Marlboro,US
OH11,Arnold Airport,Harrisonville,US
OH13,Bulick Field,Minerva,US
OH14,Brown's Lakeside Landings Airport,Sunbury,US
OH15,Minerva Airport,Minerva,US
OH17,August Acres Airport,Center Village,US
OH18,Freefall Field,Sycamore,US
OH19,Hiltner Airport,North Creek,US
OH20,Spring Valley Farm Airport,Marshallville,US
OH21,Horning Airport,Galion,US
OH22,Stoltzfus Airfield,Kidron,US
OH24,Brookfield Airpark,Brookfield,US
OH26,Birdland Airport,Thompson,US
OH27,Salem Lakefront Airport,Salem,US
OH28,Donner Field,Leesburg,US
OH29,Petersburg Airport,Petersburg,US
OH32,Stone Airport,Alvada,US
OH33,Humphries Rotordrome Airport,Amelia,US
OH34,Leis Airport,Ansonia,US
OH35,Mission Field,Hallsville,US
OH36,Riverside Airport,Zanesville,US
OH37,Glade STOLport,Beaver,US
OH38,Blue Bird Airport,Belpre,US
OH39,Pine Lake Airport,Berkshire,US
OH41,Cutler Field,Powell,US
OH42,Hawk's Nest Airport,Butler,US
OH43,Anderson Airport,Canal Winchester,US
OH44,Grover Airport,Cheshire,US
OH45,Drake Airport,Bowling Green,US
OH48,Alliance Airport,Alliance,US
OH50,Lindsey L.S. Airport,Circleville,US
OH51,Miami Valley Career Technology Center Airport,Clayton,US
